:(batters)DONT CHANGE,lineup# DONT CHANGE,Name,Stance,BA,HR,Contact,Power,Speed,FieldingPos,Switch,,,
35,19,Detwiler,2,1,6.59,159,174,199,2,3,15,112,143
35,20,J.Osich,9,1,4.66,169,181,208,6,10,15,120,136
35,21,A.Bummer,12,1,2.13,168,181,207,8,11,15,119,138
35,22,D.Covey,2,0,7.98,161,175,201,2,1,15,120,137
35,23,J.Fry,3,1,4.75,175,187,213,3,4,15,120,137
36,14,A.Heaney,6,1,4.91,175,187,213,5,8,49,113,143
36,15,Canning,7,0,4.58,173,184,211,9,6,48,113,143
36,16,J.Suarez,2,1,7.11,168,181,207,2,3,46,117,139
36,17,T.Skaggs,6,1,4.29,171,183,209,5,8,49,120,138
36,18,H.Robles,12,0,2.48,172,184,210,11,7,15,115,141
36,19,T.Cahill,4,0,5.98,165,178,205,5,4,15,116,140
36,20,F.Pena,8,0,4.58,172,184,211,9,6,15,113,143
36,21,J.Barria,4,0,6.42,169,181,208,6,4,15,112,143
36,22,Buttrey,6,0,3.98,174,186,212,8,5,15,112,143
36,23,D.Peters,3,1,5.38,164,177,204,3,4,15,117,139
37,14,Alcantar,6,0,3.88,164,177,204,7,5,52,114,142
37,15,C.Smith,7,1,4.52,173,185,211,6,8,49,114,142
37,16,P.Lopez,7,0,5.09,167,180,206,8,6,49,112,143
37,17,Richards,5,0,4.5,169,181,208,6,4,48,120,138
37,18,S.Romo,7,0,3.58,168,180,207,9,6,15,115,141
37,19,J.Urena,4,0,5.21,163,176,202,5,4,15,115,141
37,20,Hernande,7,0,5.03,172,184,210,8,6,15,114,141
37,21,Yamamoto,9,0,4.46,172,184,211,9,6,15,114,142
37,22,W.Chen,3,1,6.59,169,181,208,3,5,15,120,137
37,23,A.Conley,2,1,6.53,168,180,207,1,2,15,120,136
38,14,Castillo,9,0,3.4,174,186,213,9,6,51,114,140
38,15,DeSclafa,8,0,3.89,171,183,210,9,6,49,112,143
38,16,S.Gray,10,0,2.87,174,186,212,10,7,50,112,145
38,17,T.Mahle,6,0,5.14,171,183,210,7,5,49,117,139
38,18,Iglesias,7,0,4.16,175,188,214,8,6,15,115,140
38,19,T.Roark,4,0,4.24,171,183,209,6,4,15,115,141
38,20,Lorenzen,9,0,2.92,172,183,210,9,6,15,114,141
38,21,Stephens,12,0,3.76,175,187,213,11,7,15,112,144
38,22,T.Bauer,5,0,6.39,174,186,213,7,5,15,117,139
38,23,Garrett,4,1,3.21,174,189,215,4,6,15,120,137
39,14,Marquez,8,0,4.76,172,183,210,9,6,52,3,204
39,15,Senzatel,2,0,6.71,157,172,197,2,1,48,120,137
39,16,J.Gray,5,0,3.84,171,183,210,7,5,50,120,136
39,17,Freeland,3,1,6.73,164,177,203,3,4,47,119,138
39,18,W.Davis,1,0,8.65,171,183,210,0,0,15,114,140
39,19,Lambert,2,0,7.25,158,173,198,2,1,15,112,143
39,20,B.Shaw,5,0,5.38,166,178,205,7,5,15,117,139
39,21,Estevez,6,0,3.75,174,185,212,8,5,15,120,137
39,22,Hoffman,3,0,6.56,171,182,209,4,3,15,120,137
39,23,C.Bettis,3,0,6.08,159,174,199,4,3,15,125,134
40,14,Rodrigue,5,1,3.81,172,184,211,5,7,51,114,141
40,15,Porcello,5,0,5.52,166,179,205,6,4,49,113,143
40,16,C.Sale,10,1,4.4,173,189,215,7,10,51,112,145
40,17,D.Price,6,1,4.28,174,186,213,5,7,48,119,138
40,18,Workman,12,0,1.88,174,189,215,11,7,15,115,141
40,19,M.Walden,8,0,3.81,171,183,209,9,6,15,116,140
40,20,Eovaldi,3,0,5.99,172,184,211,4,3,15,113,142
40,21,M.Barnes,5,0,3.78,168,191,219,6,4,15,119,138
40,22,Velazque,3,0,5.43,168,180,207,5,3,15,120,136
40,23,Brasier,6,0,4.85,173,185,211,8,5,15,122,136
41,14,S.Bieber,11,0,3.28,174,186,213,11,7,52,114,140
41,15,T.Bauer,7,0,3.79,174,186,213,9,6,53,113,143
41,16,Z.Plesac,7,0,3.81,164,177,204,8,6,50,112,144
41,17,Clevinge,11,0,2.71,175,188,214,11,7,51,117,139
41,18,B.Hand,7,1,3.3,173,189,215,6,8,15,115,141
41,19,A.Plutko,6,0,4.86,162,176,202,8,5,15,116,141
41,20,Carrasco,5,0,5.29,174,186,213,7,5,15,113,143
41,21,Clippard,12,0,2.9,172,184,210,13,9,15,113,143
41,22,Wittgren,11,0,2.81,172,184,211,10,7,15,112,145
41,23,A.Civale,12,0,2.34,165,178,205,11,7,15,120,136
42,14,Verlande,12,0,2.58,174,188,214,14,9,53,112,145
42,15,W.Miley,5,1,3.98,167,179,206,5,7,48,117,139
42,16,G.Cole,12,0,2.5,172,190,216,13,8,52,117,139
42,17,Peacock,8,0,4.12,172,184,211,9,6,45,117,139
42,18,R.Osuna,12,0,2.63,174,185,212,13,9,15,116,140
42,19,C.McHugh,7,0,4.7,173,185,211,8,6,15,115,141
42,20,F.Valdez,2,1,5.86,171,182,209,2,3,15,116,141
42,21,Devenski,6,0,4.83,172,184,211,7,5,15,120,137
42,22,Greinke,11,0,3.02,166,179,206,10,7,15,120,138
42,23,J.James,5,0,4.7,170,190,217,7,5,15,125,134
43,14,Synderga,7,0,4.28,172,183,210,8,6,52,120,138
43,15,J.deGrom,12,0,2.43,175,187,213,12,8,52,120,136
43,16,Wheeler,6,0,3.96,171,183,210,8,5,52,122,137
43,17,S.Matz,5,1,4.21,170,182,209,5,7,48,125,134
43,18,E.Diaz,5,0,5.59,168,191,219,7,4,15,113,142
43,19,J.Vargas,6,1,4.01,167,180,207,5,8,15,116,141
43,20,S.Lugo,12,0,2.7,175,188,214,13,8,15,114,142
43,21,Gsellman,5,0,4.66,170,182,209,7,4,15,113,142
43,22,Familia,2,0,5.7,172,184,211,2,1,15,112,144
43,23,Stroman,4,0,3.77,172,183,210,5,4,15,120,138
44,14,Z.Davies,6,0,3.55,158,173,198,8,5,48,114,142
44,15,Anderson,6,0,4.21,169,181,208,8,5,46,117,139
44,16,Woodruff,9,0,3.62,174,186,212,9,6,50,119,138
44,17,J.Chacin,3,0,5.79,169,181,208,4,3,47,120,138
44,18,J.Hader,12,1,2.62,163,192,221,9,14,15,114,141
44,19,A.Houser,7,0,3.72,172,184,211,8,6,15,113,143
44,20,Gonzalez,6,1,3.5,169,181,208,5,8,15,112,143
44,21,Peralta,4,0,5.29,174,188,214,6,4,15,120,137
44,22,J.Guerra,9,0,3.55,169,181,208,10,6,15,120,137
44,23,Claudio,6,1,4.06,162,176,202,5,7,15,120,136
45,14,Buehler,12,0,3.26,174,186,213,11,7,51,112,143
45,15,H.Ryu,12,1,2.32,169,181,208,7,11,52,112,145
45,16,Kershaw,12,1,3.03,173,184,211,7,11,51,119,138
45,17,K.Maeda,11,0,4.04,173,185,212,10,7,45,122,137
45,18,K.Jansen,11,0,3.71,175,187,213,10,7,15,113,143
45,19,Striplin,9,0,3.47,172,184,210,9,6,15,112,143
45,20,J.Urias,10,1,2.49,173,184,211,7,10,15,117,139
45,21,P.Baez,12,0,3.1,171,183,210,12,8,15,117,139
45,22,Y.Garcia,12,0,3.61,173,184,211,13,9,15,119,138
45,23,R.Hill,9,1,2.45,174,187,213,6,10,15,120,138
46,14,M.Tanaka,7,0,4.45,166,179,205,8,5,50,114,142
46,15,J.Happ,6,1,4.91,168,180,207,5,8,49,112,145
46,16,J.Paxton,6,1,3.82,175,187,213,5,8,49,118,139
46,17,D.German,9,0,4.03,173,184,211,9,6,49,120,138
46,18,Chapman,10,1,2.21,173,189,216,7,10,15,116,141
46,19,Sabathia,4,1,4.95,171,183,210,4,6,15,114,141
46,20,L.Cessa,6,0,4.11,170,181,208,7,5,15,114,142
46,21,C.Green,7,0,4.17,174,189,215,8,6,15,114,142
46,22,N.Cortes,3,1,5.67,172,184,211,3,4,15,113,143
46,23,Ottavino,6,0,1.9,175,188,214,7,5,15,118,139
47,14,M.Boyd,7,1,4.56,175,187,214,6,8,50,114,142
47,15,Turnbull,4,0,4.61,171,183,210,6,4,48,117,139
47,16,D.Norris,5,1,4.49,168,180,207,5,7,47,118,139
47,17,Zimmerma,3,0,6.91,163,176,202,5,3,48,119,138
47,18,S.Greene,12,0,1.18,174,185,212,13,9,15,112,144
47,19,Ramirez,5,1,4.07,170,182,208,4,6,15,118,139
47,20,B.Farmer,6,0,3.72,173,184,211,8,5,15,118,139
47,21,Jimenez,5,0,4.37,174,188,214,7,5,15,120,136
47,22,VerHagen,3,0,5.9,168,180,207,4,2,15,120,136
47,23,G.Soto,1,1,5.77,165,178,204,0,1,15,120,136
48,14,M.Fiers,8,0,3.9,160,175,200,9,6,50,114,140
48,15,Anderson,6,1,3.89,151,169,191,5,7,50,114,142
48,16,Bassitt,8,0,3.81,171,183,209,9,6,48,117,139
48,17,F.Montas,10,0,2.63,173,184,211,10,7,51,120,138
48,18,Hendriks,12,0,1.8,173,189,215,12,8,15,116,140
48,19,Y.Petit,12,0,2.71,167,180,207,14,9,15,116,140
48,20,H.Bailey,8,0,4.3,170,181,208,9,6,15,115,141
48,21,J.Soria,12,0,4.3,174,186,212,11,7,15,114,140
48,22,Trivino,3,0,5.25,170,182,209,5,3,15,114,142
48,23,Mengden,4,0,4.83,161,176,201,6,4,15,120,137
49,14,A.Nola,6,0,3.87,174,185,212,8,5,51,114,141
49,15,Z.Eflin,5,0,4.13,165,178,205,7,5,48,115,141
49,16,Arrieta,4,0,4.64,166,179,205,5,4,50,112,143
49,17,Velasque,5,0,4.91,173,185,212,6,4,44,120,138
49,18,H.Neris,12,0,2.93,175,188,214,11,7,15,116,141
49,19,Pivetta,3,0,5.38,170,182,209,5,3,15,115,141
49,20,D.Smyly,5,1,4.45,173,185,211,5,7,15,114,142
49,21,Alvarez,4,1,3.36,168,180,207,4,6,15,113,142
49,22,Eickhoff,6,0,5.71,168,180,207,7,5,15,112,144
49,23,J.Vargas,3,1,5.37,165,178,204,3,5,15,112,145
50,14,Musgrove,7,0,4.44,169,181,208,9,6,49,114,140
50,15,Williams,4,0,5.38,164,178,204,6,4,50,113,142
50,16,C.Archer,4,0,5.19,174,186,213,6,4,49,112,144
50,17,S.Brault,3,1,5.16,168,180,207,3,5,47,120,138
50,18,Vazquez,12,1,1.65,173,190,216,8,12,15,115,141
50,19,J.Lyles,4,0,5.36,173,185,211,5,4,15,116,140
50,20,Agrazal,5,0,4.91,154,170,194,7,4,15,114,141
50,21,Liriano,5,1,3.47,169,181,208,5,7,15,120,136
50,22,Rodrigue,5,0,3.72,171,182,209,7,5,15,122,137
50,23,M.Feliz,6,0,3.99,175,188,214,8,5,15,124,151
51,14,Lucchesi,7,1,4.18,171,182,209,6,8,49,119,138
51,15,E.Lauer,4,1,4.45,169,181,208,4,6,48,119,138
51,16,Paddack,12,0,3.33,173,185,211,12,8,49,119,138
51,17,Quantril,6,0,5.16,168,180,207,8,5,46,122,137
51,18,K.Yates,12,0,1.19,169,191,218,13,8,15,112,144
51,19,M.Strahm,7,1,4.71,172,184,210,5,8,15,114,141
51,20,Stammen,8,0,3.29,168,181,207,9,6,15,112,143
51,21,D.Lamet,6,0,4.07,174,189,215,8,5,15,112,143
51,22,Perdomo,7,0,4,164,177,204,9,6,15,118,139
51,23,Margevic,2,1,6.79,163,177,203,2,4,15,119,138
52,14,C.Morton,10,0,3.05,175,187,213,10,7,51,113,143
52,15,R.Stanek,9,0,3.4,173,185,211,9,6,44,112,144
52,16,B.Snell,6,1,4.29,174,188,214,5,8,47,112,145
52,17,Chirinos,11,0,3.85,167,180,207,11,7,48,118,139
52,18,E.Pagan,12,0,2.31,174,188,214,13,9,15,116,141
52,19,Yarbroug,12,1,4.13,166,179,206,8,11,15,116,140
52,20,J.Beeks,4,1,4.31,167,180,206,3,5,15,114,142
52,21,Castillo,7,0,3.41,174,186,213,8,6,15,112,145
52,22,Glasnow,12,0,1.78,175,187,213,13,8,15,120,138
52,23,O.Drake,12,0,3.21,175,187,213,11,8,15,119,138
53,14,J.Junis,4,0,5.24,170,182,209,6,4,50,116,140
53,15,B.Keller,5,0,4.19,163,177,203,7,5,51,112,144
53,16,Sparkman,3,0,6.02,156,172,196,5,3,46,120,137
53,17,D.Duffy,6,1,4.34,168,180,207,5,7,50,120,136
53,18,Kennedy,6,0,3.41,174,186,212,8,5,15,115,141
53,19,J.Lopez,4,0,6.33,168,180,207,5,4,15,112,144
53,20,H.Bailey,4,0,4.8,169,181,208,6,4,15,112,144
53,21,S.Barlow,4,0,4.22,175,188,214,6,4,15,112,144
53,22,Montgome,3,1,4.64,165,178,205,3,4,15,120,138
53,23,McCarthy,4,0,4.48,158,173,198,5,4,15,119,138
54,14,Gonzales,6,1,3.99,162,176,202,5,7,51,117,139
54,15,Kikuchi,3,1,5.46,162,176,202,3,5,48,118,139
54,16,M.Leake,7,0,4.27,163,176,202,8,5,52,119,138
54,17,Hernande,3,0,6.4,165,178,205,5,3,47,120,138
54,18,R.Elias,7,1,3.64,170,182,209,6,8,15,116,140
54,19,LeBlanc,4,1,5.71,164,177,203,4,6,15,112,143
54,20,T.Milone,9,1,4.76,167,179,206,7,10,15,112,143
54,21,Swanson,8,0,5.74,169,181,208,9,6,15,118,139
54,22,A.Bass,12,0,3.56,169,181,208,12,8,15,118,139
54,23,Brennan,7,0,4.56,171,183,210,8,6,15,119,138
55,14,P.Corbin,8,1,3.25,174,186,213,6,9,51,114,142
55,15,Strasbur,12,0,3.32,174,186,213,11,7,52,112,144
55,16,Sanchez,6,0,3.85,166,179,205,8,5,50,120,137
55,17,Scherzer,12,0,2.92,174,189,215,11,7,52,120,137
55,18,Doolittl,6,1,4.05,173,185,212,5,8,15,116,141
55,19,E.Fedde,4,0,4.5,152,169,192,5,4,15,113,142
55,20,W.Suero,6,0,4.54,174,185,212,8,5,15,112,143
55,21,J.Ross,2,0,5.48,169,181,207,3,2,15,117,139
55,22,J.Guerra,7,0,4.86,165,178,204,8,5,15,119,138
55,23,T.Rainey,4,0,3.91,172,190,216,6,4,15,119,138
56,14,Flaherty,12,0,2.75,174,186,212,12,8,51,112,143
56,15,D.Hudson,4,0,3.35,165,178,204,6,4,49,112,143
56,16,Mikolas,7,0,4.16,165,178,204,8,6,50,112,144
56,17,Wainwrig,4,0,4.19,169,181,208,6,4,50,119,138
56,18,Martinez,8,0,3.17,173,185,211,9,6,15,116,141
56,19,M.Wacha,3,0,4.76,166,179,206,4,3,15,113,142
56,20,Gallegos,12,0,2.31,175,187,213,14,9,15,112,145
56,21,Brebbia,8,0,3.59,174,186,213,9,6,15,120,137
56,22,J.Gant,6,0,3.66,169,181,208,8,5,15,120,136
56,23,T.Webb,12,1,3.76,168,180,207,7,11,15,119,138
57,14,Bumgarne,9,1,3.9,171,183,209,6,10,51,112,143
57,15,Samardzi,10,0,3.52,164,178,204,10,7,50,114,142
57,16,T.Beede,4,0,5.08,171,182,209,5,4,48,114,142
57,17,Pomeranz,3,1,5.68,174,186,213,2,4,44,114,140
57,18,W.Smith,12,1,2.76,173,189,215,7,11,15,116,140
57,19,Rodrigue,4,0,5.64,162,176,202,6,4,15,116,140
57,20,Anderson,3,0,5.44,163,176,202,4,3,15,115,140
57,21,Holland,3,1,5.9,172,184,210,3,5,15,115,141
57,22,Moronta,6,0,2.86,175,187,213,7,5,15,115,141
57,23,T.Watson,6,1,4.17,164,177,203,5,8,15,112,143
58,14,Thornton,4,0,4.84,171,182,209,6,4,47,114,142
58,15,Sanchez,2,0,6.07,168,180,207,3,2,48,114,142
58,16,Stroman,7,0,2.96,165,178,205,8,6,51,113,143
58,17,W.Font,9,0,3.66,174,188,214,9,6,44,116,140
58,18,K.Giles,12,0,1.87,172,190,216,11,8,15,115,141
58,19,Gaviglio,9,0,4.61,169,181,208,10,7,15,116,140
58,20,Waguespa,5,0,4.38,166,179,205,7,5,15,115,141
58,21,Pannone,4,1,6.16,170,182,209,4,6,15,112,145
58,22,D.Law,2,0,4.9,173,185,212,3,2,15,116,140
58,23,Buchholz,3,0,6.56,159,174,199,5,3,15,115,141
59,14,Berrios,7,0,3.68,171,182,209,8,6,52,114,142
59,15,Odorizzi,7,0,3.51,174,185,212,9,6,49,114,142
59,16,K.Gibson,4,0,4.84,171,183,210,6,4,47,112,143
59,17,M.Perez,3,1,5.12,166,179,205,3,5,48,120,138
59,18,T.Rogers,12,1,2.61,175,188,214,8,11,15,115,141
59,19,M.Pineda,9,0,4.01,170,182,209,9,6,15,115,141
59,20,T.May,11,0,2.94,174,187,213,10,7,15,114,141
59,21,T.Duffey,12,0,2.5,174,189,215,11,7,15,114,142
59,22,R.Harper,8,0,3.81,169,181,208,9,6,15,120,137
59,23,Smeltzer,6,1,3.86,164,178,204,5,8,15,120,136
60,14,L.Lynn,7,0,3.67,174,186,213,9,6,52,114,142
60,15,M.Minor,7,1,3.59,170,182,209,6,8,53,114,142
60,16,A.Jurado,3,0,5.81,159,174,199,5,3,44,112,143
60,17,Sampson,3,0,5.89,166,179,205,5,3,44,120,138
60,18,Leclerc,5,0,4.33,174,189,215,7,5,15,115,141
60,19,J.Chavez,5,0,4.85,169,181,208,7,5,15,115,141
60,20,B.Martin,4,1,4.76,171,183,210,4,6,15,114,141
60,21,D.Smyly,1,1,8.42,172,183,210,-0,-0,15,114,142
60,22,S.Kelley,5,0,4.94,169,181,208,6,4,15,120,137
60,23,K.Allard,3,1,4.96,162,176,202,3,4,15,120,136
:(team_params)TeamID DONT CHANGE,Initials DONT CHANGE,OutlineCol(00-3F),PantsCol(00-3F),JerseyCol(00-3F),TeamErrorPct(0-100),,,,,,,,
31,AT,0F,20,6,2.9,,,,,,,,
32,CHC,0F,20,1,3.08,,,,,,,,
33,AZ,6,6,20,2.9,,,,,,,,
34,BA,0F,20,17,3.03,,,,,,,,
35,CWS,0F,20,0F,3.12,,,,,,,,
36,AN,0F,20,5,2.98,,,,,,,,
37,MI,0C,20,0F,2.96,,,,,,,,
38,CI,0F,35,5,2.94,,,,,,,,
39,CO,2,20,0F,2.95,,,,,,,,
40,BO,0F,20,6,2.95,,,,,,,,
41,CL,0F,20,2,2.88,,,,,,,,
42,HO,0F,20,28,2.83,,,,,,,,
43,NYM,17,20,2,3.04,,,,,,,,
44,MW,0F,20,2,3.01,,,,,,,,
45,LA,0F,20,1,3.01,,,,,,,,
46,NYY,0F,20,10,2.99,,,,,,,,
47,DT,0,20,0F,2.97,,,,,,,,
48,OK,0F,20,19,2.88,,,,,,,,
49,PH,0F,20,15,2.98,,,,,,,,
50,PI,0F,28,0F,3.06,,,,,,,,
51,SD,0F,38,2,3.12,,,,,,,,
52,TB,0F,31,2,2.89,,,,,,,,
53,KC,0F,20,11,2.85,,,,,,,,
54,ST,0F,20,1C,3.1,,,,,,,,
55,WA,0F,20,6,2.89,,,,,,,,
56,SL,0F,20,6,2.86,,,,,,,,
57,SF,0F,20,7,2.91,,,,,,,,
58,TO,0F,20,2,2.92,,,,,,,,
59,MN,0F,20,2,3.12,,,,,,,,
60,TX,0F,20,6,3.05,,,,,,,,
:(ROM_year) Digit 1 (0-9), Digit 2 (0-9),,,,,,,,,,,,
1,9,,,,,,,,,,,,
